376217,Berlin,location,13.41053,
448103,Berlingo,location,10.04366,
425332,Berlingerode,location,10.2384,
425326,"Bernau bei Berlin",location,13.58708,
314826,"Berlin Tegel (TXL)",airport,13.28903,
314827,"Berlin Schönefeld (SXF)",airport,13.5180874,
334196,"Berlin Hbf",station,13.369548,
333977,"Berlin Ostbahnhof",station,13.434567,
